1496343138.143701	0.702145	-9.835734	0.244836	0.005153	-0.025206	-0.037439	41.194740	4.729406	90.743706	
1496343138.148870	0.711210	-9.826174	0.264432	0.004567	-0.026119	-0.039117	41.187187	4.740084	90.745094	
1496343138.153983	0.742595	-9.829103	0.247672	0.003268	-0.027358	-0.041108	41.179790	4.752331	90.746017	
1496343138.159119	0.770445	-9.823319	0.175675	0.000494	-0.027711	-0.041879	41.171803	4.763882	90.746460	
1496343138.164243	0.769197	-9.789464	0.186784	-0.001258	-0.028494	-0.040508	41.163826	4.776495	90.746162	
1496343138.169374	0.771052	-9.809865	0.202419	0.000145	-0.028064	-0.039257	41.155766	4.787600	90.745636	
1496343138.174477	0.804882	-9.794790	0.168417	-0.000127	-0.027672	-0.038665	41.147488	4.799531	90.745728	
1496343138.179742	0.789057	-9.786953	0.152323	-0.002610	-0.027705	-0.037066	41.139874	4.810104	90.744926	
1496343138.184898	0.813726	-9.769961	0.129866	-0.003115	-0.028015	-0.036327	41.131737	4.821437	90.743919	
1496343138.190228	0.818271	-9.750433	0.155817	-0.000483	-0.026236	-0.035458	41.124153	4.831694	90.742844	
1496343138.195353	0.871691	-9.748104	0.131042	0.000309	-0.026293	-0.033412	41.116581	4.842131	90.742859	
1496343138.200614	0.895936	-9.716007	0.160751	-0.002764	-0.024036	-0.031420	41.109348	4.851635	90.742081	
1496343138.206073	0.918108	-9.723271	0.139739	-0.002653	-0.021057	-0.026870	41.102695	4.860608	90.741165	
1496343138.206137	0.957845	-9.689148	0.100440	-0.003775	-0.016532	-0.023469	41.097420	4.868188	90.740044	
1496343138.211255	0.939324	-9.685010	0.141765	-0.005618	-0.012630	-0.020324	41.092995	4.875206	90.738693	
1496343138.216396	0.963984	-9.682188	0.162418	-0.005318	-0.008006	-0.017101	41.089779	4.881291	90.736992	
1496343138.221539	0.941824	-9.676029	0.133053	-0.004499	-0.005316	-0.014457	41.087978	4.886282	90.736015	
1496343138.226658	0.985925	-9.674328	0.173058	-0.006492	-0.001937	-0.012193	41.086987	4.890940	90.734436	
1496343138.231920	0.970155	-9.688539	0.169713	-0.006690	0.001103	-0.009233	41.086617	4.894201	90.733109	
1496343138.237058	0.980267	-9.714407	0.185902	-0.008586	0.004832	-0.005556	41.087296	4.897182	90.731331	
1496343138.242226	0.961840	-9.710575	0.175612	-0.008262	0.006603	-0.003980	41.088856	4.899020	90.729492	
1496343138.247453	0.940981	-9.749640	0.189615	-0.008397	0.008765	-0.002559	41.091022	4.900577	90.727501	
1496343138.252875	0.911862	-9.744799	0.199186	-0.008734	0.008194	-0.001875	41.093170	4.901369	90.725998	
1496343138.258142	0.897967	-9.784171	0.163517	-0.009226	0.007646	-0.003104	41.095409	4.902786	90.724190	
1496343138.263590	0.882756	-9.807428	0.199158	-0.008038	0.005686	-0.002035	41.097130	4.903793	90.722481	
1496343138.268950	0.875623	-9.817696	0.197053	-0.008040	0.007190	-0.002629	41.098816	4.905089	90.720711	
1496343138.274254	0.902918	-9.837956	0.217459	-0.007285	0.003505	-0.002936	41.100231	4.906061	90.719078	
1496343138.279533	0.911083	-9.865348	0.234142	-0.005636	0.004813	-0.001671	41.101078	4.906873	90.718193	
1496343138.284743	0.907167	-9.875206	0.247815	-0.006482	0.002727	-0.000687	41.102234	4.907725	90.717110	
1496343138.290085	0.928678	-9.869951	0.205128	-0.003035	0.003980	0.002841	41.102875	4.907867	90.716278	
1496343138.295238	0.938220	-9.861006	0.207172	-0.002110	0.005148	0.002282	41.103954	4.907585	90.716431	
1496343138.300502	0.923625	-9.852272	0.214204	-0.002335	0.005600	0.003020	41.105499	4.907316	90.716362	
1496343138.305972	0.928950	-9.835918	0.212164	0.000279	0.007021	0.002631	41.107086	4.906926	90.716759	
1496343138.306026	0.937735	-9.829327	0.222691	0.002956	0.005910	0.003112	41.108734	4.906502	90.718040	
1496343138.316859	0.934308	-9.829643	0.238848	0.003444	0.008067	0.002064	41.110649	4.906172	90.719879	
1496343138.316971	0.937744	-9.827585	0.237778	0.002903	0.007856	0.001247	41.112568	4.906095	90.721466	
1496343138.322500	0.941678	-9.830510	0.204296	0.001113	0.009526	0.001060	41.114834	4.905950	90.723015	
1496343138.328015	0.942580	-9.787125	0.223626	0.001857	0.010381	0.000533	41.117538	4.906275	90.723808	
1496343138.333618	0.933734	-9.821692	0.172467	0.002659	0.011217	0.001306	41.120579	4.906472	90.725319	
1496343138.338961	0.909773	-9.783150	0.175833	0.000381	0.011469	-0.000366	41.123680	4.906947	90.726562	
1496343138.344352	0.919065	-9.772298	0.138130	0.003301	0.011678	-0.000537	41.126842	4.907506	90.727798	
1496343138.350469	0.909125	-9.725126	0.191199	0.001790	0.010572	-0.001811	41.130062	4.908378	90.729378	
1496343138.355847	0.899785	-9.731083	0.147933	0.000810	0.010997	-0.003233	41.132736	4.909566	90.730667	
1496343138.361164	0.892566	-9.735809	0.119964	0.002423	0.011080	-0.002673	41.135693	4.910880	90.731750	
1496343138.366560	0.896527	-9.707533	0.162149	0.001392	0.011529	-0.001523	41.138863	4.911866	90.733215	
1496343138.366670	0.879548	-9.693832	0.197211	0.000367	0.011234	-0.001381	41.141956	4.912887	90.734093	
1496343138.371896	0.866526	-9.721681	0.138115	-0.002829	0.011892	-0.002273	41.145069	4.913813	90.734596	
1496343138.377295	0.856959	-9.749141	0.136717	-0.002335	0.009949	-0.001231	41.148365	4.914673	90.734535	
